X,Geo_ID,Cold.Instances,Cold.Damage,Heat.Instances,Heat.Damage,Flood.Instances,Flood.Damage,Drought.Instances,Drought.Damage,Name,SQMI,State,County,Percent_of_GDP_based_on_water_intensive_industries,Percentage_of_workforce_in_Farming__Fishing_and_Forestry_2015,Existence_of_drought_management_plans_2015,Existence_of_water_management_plan_2015,water_stress,bond_worth,incentives_energy,corruption,civ_engage,patents,global_warming,edu_12,city_pop,water_quality,debt,floodzone_pop,floodzone_build,floodzone_cars,imp_surface,hosp_beds,alone_65,edu_12.1,young_5,health_ins,build_1999,mobile_home,rent_50,tree_canopy,no_heat,disability,poverty,build_1979,out_work,no_car,total.heat.death,total.cold.death
70,1600000US0617918,0,0,6,0,1,0,0,0,Daly City,7.64,CA,San Mateo,10.49677557,0.058699016,No,Yes,4.283326936,0,1,12,0.399106543,0.005322339,52,11.183374,104930,0,568.4,0.48,0.48,0,51.47821742,3.402268179,8.0836304,11.183374,5.1,88.2,95.2,0.4,26,14.99139305,3,8,6.3975335,76.6,11.32,8.8,0,0
71,1600000US0665000,2,1430,0,0,3,1464068,0,0,San Bernardino,59.64,CA,San Bernardino,18.14040682,0.180411482,Yes,Yes,4.112264778,0,0,53,0.551167119,0.000103591,47,27.3284822,214112,0,1026.44,5.32,5.9,866199,33.44990446,3.596248692,7.5026051,27.3284822,8.4,79.1,93.46,0.7,37,2.976025821,3.5,13.1,28.9822855,67.5,18.88,11.8,0,0
72,1600000US4865000,0,0,0,0,2,0,130,21563.34485,San Antonio,466.7,TX,Bexar,14.20645978,0.053832044,Yes,Yes,5,21,7,29,0.514537186,9.75E-05,46,16.8996151,1413881,13,3538.4,10.6,11.96,1389693,29.07096453,5.259990056,8.3508478,16.8996151,7.3,80.6,79.6,1.1,23,29.11694194,0.6,14,17.0012995,49.2,13.39,9,0,0
73,1600000US0659451,0,0,0,0,1,0,0,0,Rancho Cucamonga,39.87,CA,San Bernardino,16.37494059,0.093215996,No,No,5,0,0,53,0.561993008,0.000103591,47,6.8409941,171858,0,2476.86,6.05,6.52,2639227,39.49282676,0.320031654,6.1784938,6.8409941,5.9,89.9,73.33,4.1,29,3.64617503,0.7,8.5,7.2212165,31.1,7.8,3.8,0,0
74,1600000US0678582,0,0,0,0,1,0,0,0,Thousand Oaks,55.18,CA,Ventura,14.15060154,0.354707519,No,Yes,5,0,1,53,0.893312887,0.000679088,44,6.0835129,128565,0,1285.35,12.36,12.03,3014217,19.9502777,3.142379341,10.0126329,6.0835129,4.4,91.1,88.32,2.7,26,8.89893952,1.5,9.3,4.1427078,58.1,6.76,4.5,0,0
75,1600000US0672016,1,0,15,5158,0,0,0,0,Simi Valley,42.25,CA,Ventura,19.58470977,0.158958355,No,No,0,0,1,53,0.556754077,0.000679088,44,7.446247,126103,12,648.4,11.56,12.93,2738343,22.68927288,1.141923666,8.3793958,7.446247,5.7,90.1,86.22,2.4,28,7.183700328,2,9.5,4.9342419,53.1,9.09,3.6,0,0
76,1600000US0626000,0,0,7,0,1,0,0,0,Fremont,76.79,CA,Alameda,10.49677557,0.120708276,Yes,Yes,4.156915655,0,1,12,0.5797187,0.001952702,55,6.0082784,225221,0,1541.34,12.09,12.19,4782213,27.81888324,1.984717233,5.9284024,6.0082784,6.4,93.3,93.48,0.1,17,8.126884718,0.8,7.4,5.1386825,59.5,5.97,4.1,0,0
77,1600000US0654652,0,0,3,0,1,0,0,0,Oxnard,27.19,CA,Ventura,11.94892452,0.126986728,No,No,2.643081608,0,1,53,0.411183437,0.000679088,44,30.9719568,203495,1,1811.08,12.42,12,432519,50.298902,1.302243298,5.5121519,30.9719568,8.2,78.3,85.02,0.6,29,2.934042336,17.7,10.1,15.0290269,63.3,27.45,4.7,0,0
78,1600000US0624680,0,0,3,0,0,0,0,0,Fontana,42.43,CA,San Bernardino,11.49768553,0.332858378,Yes,Yes,5,0,0,53,0.402146179,0.000103591,47,23.8333973,203677,0,2749.67,2.06,2.01,251725,40.3147628,2.209380539,3.7758879,23.8333973,7.5,79.4,74.43,7,30,2.266337996,2.6,8.3,15.4097049,32.1,17.05,3.7,0,0
79,1600000US1759000,2,845,2,0,13,5346790,62,151626.0053,Peoria,50.23,IL,Peoria,12.33724905,0.118523981,Yes,No,4.660237549,17,0,0,0.715299804,0.001186455,43,9.6279819,115847,0,997.81,9.19,9.08,21581615,33.68959576,9.685188222,11.5286098,9.6279819,7.4,90.6,89.5,3.4,25,23.05309624,0.3,11.7,18.2561019,75.4,9.67,13.6,0,0
80,1600000US0662000,71,0,25,0,3,1938385,27,164671.9259,Riverside,81.44,CA,Riverside,1.566611343,0.153997724,No,No,1.516719154,15,0,53,0.470217216,0.000116186,48,18.6265307,316335,0,2506.91,7.84,7.78,395202,33.1025419,2.747087739,7.3772557,18.6265307,6.8,82.8,85.89,1,29,4.097742885,1.6,9.5,12.3231836,61,15.16,6,3,0
81,1600000US0649270,0,0,0,0,0,0,27,164671.9259,Moreno Valley,51.47,CA,Riverside,16.77718444,0.131385027,No,No,0,0,0,53,0.352264327,0.000116186,48,21.1807758,200788,0,193.69,11.73,11.64,3640654,23.21494438,2.305914696,3.2151355,21.1807758,7.5,79.5,75.3,2.8,33,1.338621267,3.5,10,16.0369876,19.3,17.42,4.8,0,0
82,1600000US0427820,2,0,2,0,1,2176071,0,0,Glendale,60.13,AZ,Maricopa,12.33724905,0.421773577,Yes,Yes,4.60448598,17,0,18,0.731058763,0.000429552,44,14.1335743,234844,6,2203.15,3.99,3.9,1520551,40.38724031,3.070123146,7.1861734,14.1335743,7.3,82.8,86.67,2.1,25,2.126033667,0.7,11.5,19.8112492,38.8,13.61,8.7,0,0
83,1600000US0454050,2,0,2,0,8,4826242,0,0,Peoria,177.97,AZ,Maricopa,6.372626298,0.03434197,No,No,3.813670521,20,0,18,0.632207635,0.000429552,44,6.1979903,163664,11,1261.98,6.74,7.14,636616,9.621911549,0.354384593,10.3519492,6.1979903,6.1,89.7,64.53,1.5,23,1.828738117,0.3,11.6,8.1279443,10,8.95,5.6,0,0
84,1600000US0455000,2,0,0,0,4,29019,0,0,Phoenix,517.94,AZ,Maricopa,0.217676287,0.108637798,Yes,No,3.145631481,20,3,18,0.442911343,0.000429552,44,16.8066263,1514208,2,2995.58,10.31,10.26,12352734,29.70531445,3.460554957,6.9171058,16.8066263,7.5,79.7,80.91,3.6,23,2.164079959,1,9.8,17.3651567,46.4,14.94,9.1,0,0
85,1600000US3128000,0,0,0,0,47,6773546,103,311037.213,Lincoln,90.36,NE,Lancaster,19.55647277,0.879146045,No,No,0.975962807,21,1,3,0.456210761,0.000231481,38,5.7690214,269726,0,2785.76,13.44,13.66,6266149,37.39304244,3.737125824,9.0718947,5.7690214,6.9,89.8,82.4,2.2,23,8.585326285,0.3,10.2,10.399353,56.1,10.71,6.9,0,0
86,1600000US0465000,2,0,0,0,17,1051137,0,0,Scottsdale,184.39,AZ,Maricopa,22.46623605,0.22925188,No,No,1.729586753,21,3,18,0.650438403,0.000429552,44,2.9404647,227471,0,2867.35,1.18,1.28,268478,17.04473258,3.969736802,12.6103257,2.9404647,4.2,92,82.47,2.7,21,2.174881183,0.3,9.9,4.4540342,32.7,3.44,4.2,0,0
87,1600000US5167000,2,0,1,0,2,30015776,0,0,Richmond,62.46,VA,Richmond,10.49677557,0.827298839,No,No,5,19,1,40,0.750391323,0.000116967,53,14.7870707,213735,0,4836.61,17.06,16.12,2439359,29.49969123,9.240414532,11.1058883,14.7870707,6.3,83.1,93.12,1.1,29,34.8786343,0.5,15.4,17.9056223,82.2,11.63,16.8,0,0
88,1600000US3722920,2,0,0,0,1,3034115,113,81090.42257,Fayetteville,147.71,NC,Cumberland,10.23603508,0.218410473,No,No,1.846318202,20,0,4,0.80258869,3.70E-05,42,7.5925807,202521,0,1246.75,16.03,15.31,3409993,17.27901982,3.831701404,8.1005622,7.5925807,8.1,87,81.43,2.5,19,41.63700333,0.4,15.2,17.4479532,46.8,8.77,7.1,0,0
89,1600000US4807000,0,0,7,0,12,0,3,15628,Beaumont,85.83,TX,Jefferson,48.83758672,0.145172517,No,No,2.478363411,19,0,3,0.593819677,5.93E-05,41,14.0616426,117676,5,1553.81,100,100,44,24.08736807,7.52914783,12.6426082,14.0616426,7.2,77.9,82.68,1.5,26,34.53382984,0.3,13.8,19.9857121,62.7,15.3,11.2,3,0
90,1600000US0633000,2,0,0,0,4,201707,0,0,Hayward,44.93,CA,Alameda,10.49677557,0.360863349,No,Yes,5,0,1,12,0.551481409,0.001952702,55,16.8542526,152401,0,789.29,15.43,14.44,2893127,32.22949007,1.423875171,6.9809261,16.8542526,6.6,85.5,90.75,1.1,29,12.0044936,1.9,10.1,14.2851026,68.4,15.37,6.7,0,0
91,1600000US4715160,2,0,4,0,2,1821689,74,78260.20851,Clarksville,98.28,TN,Montgomery,13.87040919,0.174133865,No,No,0.69764122,19,0,5,0.548216381,1.08E-05,38,6.2692824,143618,0,1551.36,10.67,10.88,2943323,13.905698,2.165466724,5.3036156,6.2692824,9,88.3,65.63,2.3,18,28.66395211,0.5,13.8,15.8220025,31.9,11.14,5.1,0,0
92,1600000US0653322,0,0,6,0,6,0,3,32588.66667,Oceanside,42.06,CA,San Diego,10.49677557,0.262675473,Yes,Yes,5,0,1,7,0.636452093,0.001694023,45,12.3864768,173050,0,1312.56,10.01,9.43,4254011,39.75099347,2.294134643,10.3251616,12.3864768,6.5,85.4,89.95,0.8,24,5.76074527,2.3,10.8,6.5577835,43.4,12.52,5.3,0,0
93,1600000US5548000,1,0,0,0,3,13011,112,273447.288,Madison,94.03,WI,Dane,1.676079295,0.266370323,Yes,No,5,21,6,2,0.914096332,0.00087417,45,4.368987,243122,13,923.53,16.72,17.14,2092768,24.18373396,6.465889553,7.8213418,4.368987,5.6,93.4,81.94,1.8,29,12.63744475,0.6,8.6,10.374014,57.5,6.41,12.1,0,0
94,1600000US0611194,0,0,0,0,6,0,3,32588.66667,Carlsbad,38.18,CA,San Diego,12.03547125,0.258769967,No,Yes,5,0,1,7,0.722688523,0.001694023,45,3.3437223,110830,0,931.68,6.99,7.73,759804,38.89178609,3.582062618,9.6281928,3.3437223,5.8,92.2,76.28,2.2,24,6.596281263,1.6,7.9,2.7879694,33.3,5.51,3.6,0,0
95,1600000US0678120,0,0,0,0,3,1709784,27,164671.9259,Temecula,30.17,CA,Riverside,8.780764806,0.263282993,Yes,No,2.965160145,0,0,53,0.587577734,0.000116186,48,6.5803948,107153,0,433.66,1.89,1.95,1841509,32.0675036,1.306542981,4.9428963,6.5803948,6.1,89.3,63.77,3.7,28,4.365476739,0.5,7.7,5.8200091,7.9,8.32,3,0,0
96,1600000US1822000,1,0,12,0,0,0,55,206449.3687,Evansville,44.63,IN,Vanderburgh,38.13881215,0.168612662,No,No,0,0,0,5,0.676636495,0.000419183,38,10.9386148,120212,5,1574.79,10.11,10.38,777898,31.54896815,8.451735268,12.4183261,10.9386148,6.8,85.9,93.5,0.3,24,19.41444269,0.1,16.3,18.4139182,78.9,13.54,11.2,2,0
97,1600000US0677000,9,0,12,0,9,251679,0,0,Sunnyvale,21.97,CA,Santa Clara,18.78810046,3.453528353,No,Yes,4.478620174,0,1,12,0.575827227,0.007799699,48,6.6118524,148178,8,704.32,6.98,7.28,256021,53.22553905,4.393364737,7.1241878,6.6118524,8.2,91.9,91.32,5.7,16,8.60522237,1.1,6.6,3.8751951,67.9,6.51,5,1,0
98,1600000US0669084,5,0,0,0,29,0,0,0,Santa Clara,18.41,CA,Santa Clara,10.83474095,0.91369956,No,Yes,4.66866597,0,2,12,0.455157103,0.007799699,48,6.2350237,121374,0,4015,66.34,65.56,27942553,62.08282371,2.69415196,6.4973638,6.2350237,7.6,91.9,87.43,0.1,23,7.828935447,1.4,7.2,3.9716345,69.6,6.04,5.3,0,0
99,1600000US2360545,8,0,14,0,2,0,0,0,Portland,21.65,ME,Cumberland,5.460001635,0.13814082,Yes,No,5,20,2,4,1.027196936,0.000307564,42,6.5828006,66490,0,4227.92,2.09,2.34,231301401,32.56736849,13.03955482,10.9299778,6.5828006,5.1,88.8,88.75,2.8,26,36.5060181,0.2,12.4,21.7835918,80.1,9.49,18.1,0,0
100,1600000US3611000,2,0,0,0,3,5000,26,38584.79615,Buffalo,41.07,NY,Erie,16.24758017,0.092883812,No,No,0.345779545,17,0,17,0.55861366,0.00024523,43,14.8700253,259517,6,2358.51,1.47,1.46,47624665,55.06728939,8.099662065,11.2873025,14.8700253,6.6,91.5,97.83,0.3,31,11.59938918,0.5,16.5,34.7565333,93,10.74,29.3,0,0
101,1600000US4824000,5,3536,2,0,2,139126,1,398936,El Paso,256.22,TX,El Paso,1.895406752,0.237009895,No,Yes,4.881857006,16,2,29,0.393723256,4.09E-05,47,19.786196,676325,5,1151.22,8.1,7.85,3497779,26.33198843,3.532325435,8.1524547,19.786196,7.8,76.2,79,0.9,20,8.094624557,0.2,13.1,22.8482613,51.7,10.85,7.9,0,0
102,1600000US4748000,4,1703,0,0,2,1175979,32,32883.13906,Memphis,324,TN,Shelby,22.23597535,0.127668822,No,Yes,2.765091863,19,0,21,0.72964132,0.000309251,45,14.0739799,657167,12,3853.28,7.44,6.45,3039540,27.62669808,6.234336173,9.4068662,14.0739799,7.7,82.2,91.77,1.2,30,37.77571105,0.2,13.8,26.2860575,70,16.5,12.1,0,0
103,1600000US0622804,0,0,7,0,18,0,3,32588.66667,Escondido,36.99,CA,San Diego,12.03547125,3.178557946,No,Yes,5,0,1,7,0.570002046,0.001694023,45,23.9880204,149079,1,1093.35,5.46,4.96,355119,28.61859272,3.890554672,8.618814,23.9880204,8.3,78.2,89.44,3.3,30,5.788653935,3.7,9.9,9.4069847,50.2,22.72,6.6,0,0
104,1600000US3977000,4,0,0,0,0,0,36,13306.69167,Toledo,83.79,OH,Lucas,32.01161344,0.171175351,No,Yes,5,16,0,18,0.65295652,0.000174208,42,12.3244327,282275,4,1117.53,13.4,12.87,905632,42.18658858,6.543264547,11.514409,12.3244327,7,87.6,96.67,1,28,17.86184257,0.4,17.4,27.9151883,87.3,13.96,14.5,0,0
105,1600000US0107000,4,2316,5,0,3,440,0,0,Birmingham,148.61,AL,Jefferson,18.67577985,0.127001406,No,No,0,19,0,13,1.234790677,8.80E-05,43,12.9505231,212211,1,2594.12,7.1,7.05,3396508,23.48960406,16.75690704,10.3976793,12.9505231,6.9,83.8,91.11,0,30,48.94734368,0.2,16.8,26.0781132,76.1,13.99,14.8,0,0
106,1600000US2582000,0,0,0,0,94,1650137,8,2778.1125,Worcester,38.46,MA,Worcester,19.24006375,0.160462131,No,No,2.380891814,18,0,16,0.569521707,0.000785513,41,13.8193966,183382,0,3093.88,11.38,10.67,1287927,41.76673384,5.545800569,10.9951003,13.8193966,6.2,95.7,93.99,4.5,27,34.51982037,0.4,14.4,23.4732268,80.7,11.11,17.6,0,0
107,1600000US5156000,3,0,64,1427,5,21322,0,0,Newport News,69.86,VA,Newport News,0.060023522,0.0958979,Yes,No,3.795811944,20,1,40,0.642243021,9.38E-05,44,9.6154181,181323,0,4258.55,25.51,26.54,19283186,24.57817303,4.092144957,9.116442,9.6154181,7.3,86.8,87.9,1.4,24,35.81523831,0.2,12.6,15.9700607,55.8,14.3,9.2,7,1
108,1600000US4260000,4,0,1,0,1,0,0,0,Philadelphia,140.8,PA,Philadelphia,31.99744296,0.163559689,Yes,Yes,3.97435573,16,7,27,0.643931126,5.92E-05,55,15.3451776,1555072,5,3488.22,3.19,3.17,24531985,51.90659954,4.810066672,11.58248,15.3451776,6.9,86.9,91.7,1.4,31,15.21187403,0.5,15.9,26.796317,88.8,11.09,32.1,0,0
109,1600000US4164900,5,4612,0,0,0,0,0,0,Salem,48.44,OR,Marion,7.461035807,0.343657333,No,Yes,0.185220496,19,0,3,0.31928252,7.42E-05,45,11.2656765,160008,0,1372.36,6.02,5.87,434736,38.22553521,2.381130943,10.3223683,11.2656765,7.2,86.6,85.21,0.6,24,15.53069716,0.3,14.5,25.3702645,56.9,14.67,8.8,0,0
110,1600000US0471510,4,214970,1,0,3,1506,0,0,Surprise,105.87,AZ,Maricopa,26.12850839,0.031233326,No,No,4.283326936,0,0,18,0.665526091,0.000429552,44,5.7088407,123813,0,433.88,2.5,2.56,1389959,10.90759182,0,10.3786567,5.7088407,6.7,92.1,33.45,1.2,22,1.330341025,0.3,11.6,8.1258046,4.2,9.03,2.8,0,0
111,1600000US2240735,0,0,0,0,2,5000,7,15674.15,Lafayette,49.35,LA,Lafayette Parish,13.89094624,0.10156571,No,No,0,0,0,6,0.645130774,0.000250204,40,12.2845366,124982,0,5385.9,5.61,6.12,922451,30.71279816,9.809412555,9.5392304,12.2845366,5.7,84.5,83.22,0.1,26,22.53007622,0.2,12,13.0654673,54.9,11.67,8.6,0,0
112,1600000US4751560,5,5133,2,0,2,102,32,105092.9238,Murfreesboro,55.49,TN,Rutherford,11.49768553,0.509210169,Yes,No,5,20,0,5,0.831839901,7.79E-05,38,7.057168,117983,0,1527.99,21.59,20.02,1007229,27.08342362,2.424078045,6.9971697,7.057168,6.6,88.5,62.31,0.9,24,14.89251028,0.2,8.8,12.5095467,26.4,7.34,4.5,1,0
113,1600000US2603000,4,730447,1,0,5,17312,66,220595.5392,Ann Arbor,28.7,MI,Washtenaw,12.33735621,0.07027166,No,Yes,0,20,3,4,0.796084679,0.002216938,46,2.744597,116194,1,1152.67,5.95,5.72,2859906,32.97535812,9.54438267,9.7818945,2.744597,4.3,94.9,91.82,3.8,30,29.51664123,0.8,7,7.895462,70,4.17,12.6,0,0
114,1600000US0412000,2,0,31,0,2,0,0,0,Chandler,64.52,AZ,Maricopa,12.33724905,0.165017774,Yes,Yes,4.533400391,21,2,18,0.710638581,0.000429552,44,6.8711914,250202,11,1447.9,1.95,1.92,0,38.57828016,1.446830961,5.9074101,6.8711914,7.3,89.7,67.83,1.8,17,2.221061929,0.4,8.1,7.9023974,12.7,7.13,3.6,0,0
115,1600000US4459000,1,1100000,6,0,60,142678,3,17807.36667,Providence,18.79,RI,Providence,27.52669567,0.376738556,No,No,1.27728685,14,0,3,0.28932899,0.000199854,47,23.8761009,178680,0,2435.96,13.41,12.33,636284,68.90384722,9.973136333,8.4513915,23.8761009,6.2,83.5,93.82,2,29,14.96832529,0.7,12.3,32.7190514,84.2,12.55,19.7,2,0
116,1600000US1738570,10,447442,0,0,6,3019630,102,156601.5228,Joliet,62.77,IL,Kendall/Will,0.060023522,0.068811022,No,No,3.795811944,0,0,16,0.77947294,0.000466378,41,13.8655276,147918,0,588.47,12.88,11.03,1990718,28.77362856,3.245041171,7.3589935,13.8655276,7.6,88.2,73.93,1.3,26,8.416596072,0.4,9.3,16.1722998,51.7,16.7,7.1,0,0
117,1600000US1270600,8,4172,0,0,5,82558,5,61337.16,Tallahassee,103.45,FL,Leon,14.97286819,0.388904959,No,No,0.743676151,0,0,14,0.861970296,0.000169647,43,6.2849134,187024,12,1895.45,25.98,26.32,19202314,13.69117879,4.23475062,7.6719363,6.2849134,5,87.7,78.25,0.3,37,50.8559365,0.5,9.3,15.2511158,40.6,6.99,8.3,0,0
118,1600000US0446000,0,0,1,0,19,1005342,0,0,Mesa,137.06,AZ,Maricopa,14.17631047,0.180220456,No,No,0,19,0,18,0.609664881,0.000429552,44,10.4243125,458860,0,563.53,13.08,12.54,2770672,34.80535028,2.612997428,10.5160022,10.4243125,6.9,83.5,82.01,1.2,25,2.507345727,0.7,11.8,12.123329,33.1,13.51,7.1,0,0
119,1600000US3915000,0,0,12,0,5,159762,26,48834.24538,Cincinnati,79.55,OH,Hamilton,1.5287595,0.084445815,No,No,0.052951277,19,3,12,0.788195999,0.00033574,43,12.4366227,297397,0,2019.58,17.3,15.08,12772343,31.12771431,10.61880248,10.6322206,12.4366227,7.2,87.5,95.29,1.8,27,34.03194063,1.1,14.3,24.5138644,86.7,10.61,21.5,2,0
120,1600000US0473000,0,0,1,0,23,86000,0,0,Tempe,40.19,AZ,Maricopa,11.49768553,0.032215111,No,No,4.248791956,20,0,18,0.399162805,0.000429552,44,6.6981294,169816,13,1890.37,9.19,8.57,465622,51.16624154,0.38276723,6.1842308,6.6981294,4.5,85.1,87.37,1.6,25,3.620613921,0.8,8.3,11.0137324,47.4,7.47,10.4,0,0
121,1600000US2036000,0,0,0,0,96,0,15,19988.36667,Kansas City,128.38,KS,Wyandotte,13.92166333,0.256535198,Yes,No,3.97435573,0,0,2,0.733813646,4.35E-05,42,19.6646719,148855,0,3861.46,4.69,4.81,118907641,21.49395389,8.034664606,9.035494,19.6646719,8.5,76.6,92.34,4.8,27,22.13997445,0.3,14.6,19.3816471,81.4,22.56,10.4,0,0
122,1600000US4202000,0,0,1,0,4,10000,57,38405.96807,Allentown,18.02,PA,Lehigh,15.05085479,0.271557402,No,No,3.145631481,15,0,27,0.66622699,0.000493334,42,20.1932789,119261,3,1165.14,12.23,11.87,1078996,43.78150483,1.802768717,9.8656774,20.1932789,7.6,83.2,94.72,0.1,33,19.01402013,0.4,18.5,28.3847347,85.1,19.98,19.6,0,0
123,1600000US3006550,10,0,4,0,7,4829774,100,28874.46829,Billings,43.53,MT,Yellowstone,1.106104056,0.34138278,Yes,No,5,19,0,8,0.744043584,7.81E-05,39,6.0887075,108134,0,472.18,2.63,2.44,250989,39.20263733,5.826104648,11.9658895,6.0887075,6.5,85.7,83.66,0.5,23,9.144182259,0.2,12.8,11.2287943,61,12.97,5.9,1,0
124,1600000US0682954,51,0,3,0,33,107084187,38,28243.08947,Visalia,36.27,CA,Tulare,38.68216564,2.683838173,No,No,5,0,0,14,0.498507681,2.64E-05,47,15.2480538,127842,0,447.72,24.46,24.66,3770972,39.33481189,4.54467233,7.8983944,15.2480538,8.8,87.4,74.96,1.8,27,3.89194964,0.2,12.6,19.3985143,44.3,13.89,7.9,0,45
125,1600000US0843000,51,0,6,0,5,22559,0,0,Lakewood,44.06,CO,Jefferson,43.16893424,0.076976247,No,No,0,0,0,0,0.914544808,0.000762206,41,6.7243598,147836,0,482.61,0.69,0.78,217593,30.83049109,1.826348115,10.5669817,6.7243598,6,86.9,92.17,0.9,26,8.846782463,0.3,11.1,8.7224307,67.1,10.52,6.6,7,0
126,1600000US4123850,8,0,0,0,4,232851,0,0,Eugene,43.75,OR,Lane,14.87920681,0.694662427,No,No,1.27728685,20,0,3,0.679747,0.000221251,46,5.416826,159615,0,2287.04,10.52,10.59,3388022,41.08783569,0.557591705,11.6487374,5.416826,4.6,88.2,85.17,4.4,38,19.87955732,0.6,13.4,21.0914923,59.3,8.36,11.3,0,1
127,1600000US0812815,9,0,3,0,3,20000,124,53606.3979,Centennial,28.87,CO,Arapahoe,14.15060154,0.121406892,No,Yes,5,0,0,0,0.968144733,0.000414262,44,1.6359973,106604,0,17.61,5.98,5.42,243630,30.16271737,0.17822971,7.4658254,1.6359973,5.5,93.7,93.22,2.4,23,8.938589312,0.1,7.4,3.2879382,45.7,6.07,2.3,1,0
128,1600000US2071000,4,0,0,0,5,9568904,111,64842.7436,Topeka,61.47,KS,Shawnee,29.87448191,0.292272418,No,No,3.368071252,18,0,2,0.705129678,3.92E-05,41,9.7269119,127672,0,2418.03,0.17,0.19,0,29.67511663,6.900495018,12.6330367,9.7269119,7.5,86.4,91.45,1.2,22,13.52968181,0.3,16.2,15.3744,72.3,13.3,9.6,0,1
129,1600000US2915670,3,0,1,0,10,292779,66,161852.2367,Columbia,63.4,MO,Boone,7.443092858,0.607394791,No,No,0,0,2,6,0.801047428,0.000193242,41,5.1290255,115391,0,1038.7,9.32,9.05,19752160,21.943447,9.706129594,6.5698294,5.1290255,6.2,92.4,71.3,2.9,32,22.2876512,0.5,8.9,10.5477079,39.6,7.49,7.7,1,0
130,1600000US0675000,1,0,0,0,7,21623413,5,21068.4,Stockton,64.75,CA,San Joaquin,19.53549482,0.197628458,No,No,0,16,0,14,0.502259581,0.000132665,47,21.4047591,299722,2,1401.05,10.49,10.29,974654,46.2456904,1.888416599,8.2053224,21.4047591,7.9,84.6,81.82,0.9,33,6.650735314,0.8,12.7,19.9405019,55,18.85,10,0,0
131,1600000US4845384,15,947,0,0,36,638354,184,137588.2372,McAllen,48.62,TX,Hidalgo,12.63265466,0.107954351,No,No,2.380891814,0,0,11,0.508748379,1.71E-05,48,24.6269106,136993,9,273.59,11.88,12.09,1073572,37.13154227,7.06605447,6.8774423,24.6269106,8.1,69.1,71.29,6.7,25,13.53439108,2.3,12.9,22.8916519,32,11.82,6.2,0,0
132,1600000US1369000,2,0,0,0,4,0,0,0,Savannah,108.64,GA,Chatham,19.08106863,2.090470446,No,Yes,1.937889288,19,0,1,0.422958628,0.000100254,45,12.0111354,142919,1,1362.63,16.25,16.41,7319106,15.02155597,8.634261365,10.8129096,12.0111354,6.7,79.4,85.93,1.3,31,39.35766286,0.4,13.6,17.3586121,67.7,13.81,12.9,0,0
133,1600000US0627000,0,0,0,0,46,392011,83,214837.5376,Fresno,112.31,CA,Fresno,19.87380891,4.296033072,Yes,Yes,5,0,4,14,0.498999708,7.53E-05,47,21.919383,510451,5,1532.33,2.87,2.92,3277419,44.85223905,3.140360191,8.4304013,21.919383,8.9,83.6,84.19,8.8,34,3.758456826,0.8,13,24.2597922,54.6,16.72,11.5,0,0
134,1600000US0816000,2,0,63,2302,2,0,4,15054.75,Colorado Springs,194.91,CO,El Paso,0.844221106,0.166553998,No,Yes,5,0,0,0,0.684586682,0.000299226,41,5.4915616,442040,0,3954.4,4.56,4.39,3024174,21.14091892,2.766717944,8.7261596,5.4915616,7,88,80.38,1.3,23,8.852746626,0.3,12.1,11.7432255,45.8,9.97,5.7,86,0
135,1600000US4805000,7,0,1,0,20,415213,125,39385.23696,Austin,305.06,TX,Travis,17.94929512,0.113527043,Yes,Yes,2.32506553,21,3,29,0.663104991,0.000709672,49,11.0382843,887061,0,1567.12,10.01,9.56,19874306,23.9999328,2.894953109,5.4098151,11.0382843,6.9,81.8,74.99,1.1,24,41.75665261,0.3,8.7,10.4562992,37.8,10.88,6.6,0,1
136,1600000US0622020,5,0,13,0,0,0,1,71521,Elk Grove,42.24,CA,Sacramento,7.461035807,0.215863176,Yes,Yes,0.185220496,0,1,14,0.600799696,0.00012689,48,7.9163953,161084,0,478.94,4.91,4.98,1166868,30.99233187,4.134488838,5.4424528,7.9163953,6.4,92.7,53.95,1.9,26,4.951733783,0.2,11.1,7.5269689,9.7,7.4,3.1,0,0
137,1600000US1772000,6,209644,10,0,106,7534095,88,274344.2618,Springfield,65.76,IL,Sangamon,8.888985482,0.314340155,No,No,2.411557571,15,0,0,0.84182677,0.000185915,39,7.9562869,117061,0,2208.7,12.14,10.86,897886,32.01676113,8.175224883,13.2081068,7.9562869,6.3,91.2,89.53,2.9,27,14.98016318,0.5,15.3,16.5279288,66.1,8.46,9.9,1,0
138,1600000US3774440,1,0,0,0,3,0,5,5760.2,Wilmington,51.82,NC,New Hanover,18.32145219,0.038801227,No,No,1.846318202,21,0,4,0.923660514,0.000220563,42,8.7366297,111998,1,1334.61,19.05,18.18,3930429,24.69508384,7.705494741,11.3164688,8.7366297,4.6,85.2,83.34,1.1,27,38.08523981,0.1,13.5,16.1982447,43.7,10.18,9.3,0,0
139,1600000US1210275,1,0,0,0,6,0,0,0,Cape Coral,113.81,FL,Lee,6.311637081,0.183662635,No,No,2.355087961,0,0,27,0.677387948,0.000128075,44,7.3300587,165843,8,1284.65,37.66,42.07,2095612,20.84504152,1.754671587,9.8953652,7.3300587,5,81.6,56.56,0.6,24,17.98576532,1.2,12.3,12.6697984,18.7,12.78,3.8,0,0
