"City","County","State","Geo ID","City Code","Census Tract","Lat","Long","Region","Division","Size","Percent of GDP based on water intensive industries_2010","Percent of GDP based on water intensive industries_2011","Percent of GDP based on water intensive industries_2012","Percent of GDP based on water intensive industries_2013","Percent of GDP based on water intensive industries_2014","Percent of GDP based on water intensive industries_2015","Percentage of workforce in Farming Fishing and Forestry_2010","Percentage of workforce in Farming Fishing and Forestry_2011","Percentage of workforce in Farming Fishing and Forestry_2012","Percentage of workforce in Farming Fishing and Forestry_2013","Percentage of workforce in Farming Fishing and Forestry_2014","Percentage of workforce in Farming Fishing and Forestry_2015","Existence of drought management plans_2010","Existence of drought management plans_2011","Existence of drought management plans_2012","Existence of drought management plans_2013","Existence of drought management plans_2014","Existence of drought management plans_2015","Existence of water management plan_2010","Existence of water management plan_2011","Existence of water management plan_2012","Existence of water management plan_2013","Existence of water management plan_2014","Existence of water management plan_2015","Baseline water stress_2010","Baseline water stress_2011","Baseline water stress_2012","Baseline water stress_2013","Baseline water stress_2014","Baseline water stress_2015","Readiness to accept adaptation investment_2010","Readiness to accept adaptation investment_2011","Readiness to accept adaptation investment_2012","Readiness to accept adaptation investment_2013","Readiness to accept adaptation investment_2014","Readiness to accept adaptation investment_2015","Tax incentives for renewable energy_2010","Tax incentives for renewable energy_2011","Tax incentives for renewable energy_2012","Tax incentives for renewable energy_2013","Tax incentives for renewable energy_2014","Tax incentives for renewable energy_2015","Total number of federal public corruption convictions by district_2010","Total number of federal public corruption convictions by district_2011","Total number of federal public corruption convictions by district_2012","Total number of federal public corruption convictions by district_2013","Total number of federal public corruption convictions by district_2014","Total number of federal public corruption convictions by district_2015","Civic Engagement_2010","Civic Engagement_2011","Civic Engagement_2012","Civic Engagement_2013","Civic Engagement_2014","Civic Engagement_2015","General innovation capabilities_2010","General innovation capabilities_2011","General innovation capabilities_2012","General innovation capabilities_2013","General innovation capabilities_2014","General innovation capabilities_2015","Estimated percent of adults who think global warming is already harming people in the US now or within 10 years_2010","Estimated percent of adults who think global warming is already harming people in the US now or within 10 years_2011","Estimated percent of adults who think global warming is already harming people in the US now or within 10 years_2012","Estimated percent of adults who think global warming is already harming people in the US now or within 10 years_2013","Estimated percent of adults who think global warming is already harming people in the US now or within 10 years_2014","Estimated percent of adults who think global warming is already harming people in the US now or within 10 years_2015","Percent of population with a 12th grade education or higher_2010","Percent of population with a 12th grade education or higher_2011","Percent of population with a 12th grade education or higher_2012","Percent of population with a 12th grade education or higher_2013","Percent of population with a 12th grade education or higher_2014","Percent of population with a 12th grade education or higher_2015","Population density_2010","Population density_2011","Population density_2012","Population density_2013","Population density_2014","Population density_2015","water quality_2010","water quality_2011","water quality_2012","water quality_2013","water quality_2014","water quality_2015","city debt_2010","city debt_2011","city debt_2012","city debt_2013","city debt_2014","city debt_2015","Percent of Population in Floodzone_2010","Percent of Population in Floodzone_2011","Percent of Population in Floodzone_2012","Percent of Population in Floodzone_2013","Percent of Population in Floodzone_2014","Percent of Population in Floodzone_2015","Percent of Buildings in Floodzone_2010","Percent of Buildings in Floodzone_2011","Percent of Buildings in Floodzone_2012","Percent of Buildings in Floodzone_2013","Percent of Buildings in Floodzone_2014","Percent of Buildings in Floodzone_2015","Percent of cars in floodzone_2010","Percent of cars in floodzone_2011","Percent of cars in floodzone_2012","Percent of cars in floodzone_2013","Percent of cars in floodzone_2014","Percent of cars in floodzone_2015","Percent of area that is impervious surface_2010","Percent of area that is impervious surface_2011","Percent of area that is impervious surface_2012","Percent of area that is impervious surface_2013","Percent of area that is impervious surface_2014","Percent of area that is impervious surface_2015","Number of acute care hospital beds available per 1000 residents_2010","Number of acute care hospital beds available per 1000 residents_2011","Number of acute care hospital beds available per 1000 residents_2012","Number of acute care hospital beds available per 1000 residents_2013","Number of acute care hospital beds available per 1000 residents_2014","Number of acute care hospital beds available per 1000 residents_2015","Percent of population that is 65 years old or older living alone_2010","Percent of population that is 65 years old or older living alone_2011","Percent of population that is 65 years old or older living alone_2012","Percent of population that is 65 years old or older living alone_2013","Percent of population that is 65 years old or older living alone_2014","Percent of population that is 65 years old or older living alone_2015","Percent of population that is 5 years old or younger_2010","Percent of population that is 5 years old or younger_2011","Percent of population that is 5 years old or younger_2012","Percent of population that is 5 years old or younger_2013","Percent of population that is 5 years old or younger_2014","Percent of population that is 5 years old or younger_2015","Percent of population with health insurance_2010","Percent of population with health insurance_2011","Percent of population with health insurance_2012","Percent of population with health insurance_2013","Percent of population with health insurance_2014","Percent of population with health insurance_2015","Percent of buildings built before 1999_2010","Percent of buildings built before 1999_2011","Percent of buildings built before 1999_2012","Percent of buildings built before 1999_2013","Percent of buildings built before 1999_2014","Percent of buildings built before 1999_2015","Percent of population residing in the mobile homes_2010","Percent of population residing in the mobile homes_2011","Percent of population residing in the mobile homes_2012","Percent of population residing in the mobile homes_2013","Percent of population residing in the mobile homes_2014","Percent of population residing in the mobile homes_2015","Percent of population spending over 50 percent of income on rent_2010","Percent of population spending over 50 percent of income on rent_2011","Percent of population spending over 50 percent of income on rent_2012","Percent of population spending over 50 percent of income on rent_2013","Percent of population spending over 50 percent of income on rent_2014","Percent of population spending over 50 percent of income on rent_2015","Percent of land covered by tree canopy_2010","Percent of land covered by tree canopy_2011","Percent of land covered by tree canopy_2012","Percent of land covered by tree canopy_2013","Percent of land covered by tree canopy_2014","Percent of land covered by tree canopy_2015","Percent of houses with heating_2010","Percent of houses with heating_2011","Percent of houses with heating_2012","Percent of houses with heating_2013","Percent of houses with heating_2014","Percent of houses with heating_2015","Percent of Population with a disability_2010","Percent of Population with a disability_2011","Percent of Population with a disability_2012","Percent of Population with a disability_2013","Percent of Population with a disability_2014","Percent of Population with a disability_2015","Percent of Population in Poverty_2010","Percent of Population in Poverty_2011","Percent of Population in Poverty_2012","Percent of Population in Poverty_2013","Percent of Population in Poverty_2014","Percent of Population in Poverty_2015","Percent of Buildings Built Before 1979_2010","Percent of Buildings Built Before 1979_2011","Percent of Buildings Built Before 1979_2012","Percent of Buildings Built Before 1979_2013","Percent of Buildings Built Before 1979_2014","Percent of Buildings Built Before 1979_2015","Outdoor workers_2010","Outdoor workers_2011","Outdoor workers_2012","Outdoor workers_2013","Outdoor workers_2014","Outdoor workers_2015","Percent of households without access to a vehicle_2010","Percent of households without access to a vehicle_2011","Percent of households without access to a vehicle_2012","Percent of households without access to a vehicle_2013","Percent of households without access to a vehicle_2014","Percent of households without access to a vehicle_2015","Percent of population in 1ft sea level rise zone_2010","Percent of population in 1ft sea level rise zone_2011","Percent of population in 1ft sea level rise zone_2012","Percent of population in 1ft sea level rise zone_2013","Percent of population in 1ft sea level rise zone_2014","Percent of population in 1ft sea level rise zone_2015","Percent of population in 3ft sea level rise zone_2010","Percent of population in 3ft sea level rise zone_2011","Percent of population in 3ft sea level rise zone_2012","Percent of population in 3ft sea level rise zone_2013","Percent of population in 3ft sea level rise zone_2014","Percent of population in 3ft sea level rise zone_2015","Average economic impact of 1ft sea level rise_2010","Average economic impact of 1ft sea level rise_2011","Average economic impact of 1ft sea level rise_2012","Average economic impact of 1ft sea level rise_2013","Average economic impact of 1ft sea level rise_2014","Average economic impact of 1ft sea level rise_2015","Average economic impact of 3ft sea level rise_2010","Average economic impact of 3ft sea level rise_2011","Average economic impact of 3ft sea level rise_2012","Average economic impact of 3ft sea level rise_2013","Average economic impact of 3ft sea level rise_2014","Average economic impact of 3ft sea level rise_2015","city pop_2010","city pop_2011","city pop_2012","city pop_2013","city pop_2014","city pop_2015"
"Abilene","Taylor","TX","1600000US4801000","","",32.4487364,-99.7331439,"S","West South Central","Small","","","","","",17.14891186,"","","","","",0.243116522,"","","","","","Yes","","","","","","No","","","","","3.368071252","","","","","","",19,"","","","","",0,"","","","","",48,0.496519072,"","","","","","","","","","",5.21e-05,"","","","",39,"","","","","","",83.5,"","","","","",419.7296486,"","","","","",8,"759.37","","","","","","","","","","",31.28,"","","","","",35.77,"","","","","","37.55751557","",16.4067867,"","","","","","","","","",6.537070672,"","","","","",10.2460565,"","","","","",7.3,"","","","","",82.4,"","","","","",88.57,"","","","","",3.3,"","","","","",23.5,"",15.91539888,"","","","","","","","","",0.998,"","","","","",15.7,"","","","","",14.378483,"","","","","",63.4,"","","","","",12.96,"","","","","",5.6,"","","","","","#N/A","","","","","","#N/A","","","","","","","","","","","","","","","","","",122226
"Akron","Summit","OH","1600000US3901000","","",41.0814447,-81.5190053,"MW","East North Central","Small","","","","","",16.75818588,"","","","","",0.19279167,"","","","","","No","","","","","","No","","","","","3.376584958","","","","","","",18,"","","","","",1,"","","","","",18,0.722946216,"","","","","","","","","","",0.000586882,"","","","",40,"","","","","","",86.3,"","","","","",1239.715136,"","","","","",2,"3022.84","","","","","","","","","","",7.06,"","","","","",6.91,"","","","","","8.047370489","",36.64741804,"","","","","","","","","",10.245602,"","","","","",11.555375,"","","","","",6.7,"","","","","",86.7,"","","","","",95.61,"","","","","",0.3,"","","","","",28.2,"",26.51739448,"","","","","","","","","",0.996,"","","","","",15.2,"","","","","",27.1067349,"","","","","",85.7,"","","","","",11.74,"","","","","",15.2,"","","","","","#N/A","","","","","","#N/A","","","","","","","","","","","","","","","","","",198329
"Albuquerque","Bernalillo","NM","1600000US3502000","","",35.0853336,-106.6055534,"W","Mountain","Medium","","","","","",5.659316195,"","","","","",0.237721877,"","","","","","Yes","","","","","","Yes","","","","","5","","","","","","",20,"","","","","",3,"","","","","",12,0.643954866,"","","","","","","","","","",0.000195862,"","","","",48,"","","","","","",89,"","","","","",1139.837021,"","","","","",1,"1660.55","","","","","","","","","","",5.44,"","","","","",5.35,"","","","","","5.295091253","",26.8604716,"","","","","","","","","",3.172136985,"","","","","",10.6362957,"","","","","",6.6,"","","","","",86,"","","","","",81.37,"","","","","",3.8,"","","","","",26.2,"",4.861575888,"","","","","","","","","",0.998,"","","","","",12.9,"","","","","",15.4089636,"","","","","",50.6,"","","","","",10.21,"","","","","",7.4,"","","","","","#N/A","","","","","","#N/A","","","","","","","","","","","","","","","","","",556092
"Alexandria","Arlington","VA","1600000US5101000","","",38.8048355,-77.0469214,"S","South Atlantic","Small","","","","","",2.402034856,"","","","","",0.066972725,"","","","","","No","","","","","","Yes","","","","","2.645669654","","","","","","",21,"","","","","",1,"","","","","",40,0.686520855,"","","","","","","","","","",0.000180826,"","","","",51,"","","","","","",91.5,"","","","","",3819.963313,"","","","","",0,"2217.47","","","","","","","","","","",11.09,"","","","","",12.38,"","","","","","11.3478412","",44.93352015,"","","","","","","","","",2.129725748,"","","","","",7.6242169,"","","","","",7.5,"","","","","",85.7,"","","","","",87.71,"","","","","",0.1,"","","","","",17.5,"",21.72304223,"","","","","","","","","",0.995,"","","","","",6.2,"","","","","",4.8684938,"","","","","",66.9,"","","","","",7.58,"","","","","",9.3,"","","","","","6.319525835","","","","","","8.441214881","","","","","","0.051605461","","","","","","0.067121138","","","","","",149315
"Allentown","Lehigh","PA","1600000US4202000","","",40.6084305,-75.4901833,"NE","Middle Atlantic","Small","","","","","",15.05085479,"","","","","",0.271557402,"","","","","","No","","","","","","No","","","","","3.145631481","","","","","","",15,"","","","","",0,"","","","","",27,0.66622699,"","","","","","","","","","",0.000493334,"","","","",42,"","","","","","",77.3,"","","","","",2581.11084,"","","","","",3,"1165.14","","","","","","","","","","",12.23,"","","","","",11.87,"","","","","","29.31780328","",43.78150483,"","","","","","","","","",1.802768717,"","","","","",9.8656774,"","","","","",7.6,"","","","","",83.2,"","","","","",94.72,"","","","","",0.3,"","","","","",32.7,"",19.01402013,"","","","","","","","","",0.996,"","","","","",18.5,"","","","","",28.3847347,"","","","","",85.1,"","","","","",19.98,"","","","","",19.6,"","","","","","#N/A","","","","","","#N/A","","","","","","","","","","","","","","","","","",119261
"Amarillo","Potter","TX","1600000US4803000","","",35.2219971,-101.8312969,"S","West South Central","Small","","","","","",18.32765356,"","","","","",0.289062911,"","","","","","No","","","","","","No","","","","","2.810262902","","","","","","",20,"","","","","",0,"","","","","",48,0.506643609,"","","","","","","","","","",6.54e-05,"","","","",42,"","","","","","",83.4,"","","","","",755.0810275,"","","","","",9,"407.08","","","","","","","","","","",6.78,"","","","","",5.98,"","","","","","10.01944343","",25.78847984,"","","","","","","","","",5.311058091,"","","","","",9.0786288,"","","","","",8,"","","","","",80.7,"","","","","",85.85,"","","","","",4.3,"","","","","",21.7,"",4.964627916,"","","","","","","","","",0.998,"","","","","",11.5,"","","","","",13.8158863,"","","","","",65.2,"","","","","",13.37,"","","","","",5.9,"","","","","","#N/A","","","","","","#N/A","","","","","","","","","","","","","","","","","",196571
"Anaheim","Orange","CA","1600000US0602000","","",33.8352932,-117.9145036,"W","Pacific","Medium","","","","","",10.45625624,"","","","","",0.342928401,"","","","","","Yes","","","","","","Yes","","","","","5","","","","","","",0,"","","","","",0,"","","","","",53,0.391711678,"","","","","","","","","","",0.000914935,"","","","",45,"","","","","","",75.8,"","","","","",2633.295191,"","","","","",0,"4029.31","","","","","","","","","","",2.7,"","","","","",2.87,"","","","","","1.581622428","",52.14426983,"","","","","","","","","",2.584076533,"","","","","",6.9970904,"","","","","",7.2,"","","","","",80.7,"","","","","",91.88,"","","","","",3.4,"","","","","",31.7,"",5.127450176,"","","","","","","","","",0.93,"","","","","",8.2,"","","","","",12.1310324,"","","","","",70,"","","","","",15.98,"","","","","",6.9,"","","","","","#N/A","","","","","","#N/A","","","","","","","","","","","","","","","","","",345578
"Anchorage","Anchorage Municipality","AK","1600000US0203000","","",61.2180556,-149.9002778,"W","Pacific","Medium","","","","","",13.4990996,"","","","","",0.261888353,"","","","","","No","","","","","","Yes","","","","","2.980887134","","","","","","",15,"","","","","",0,"","","","","",4,0.412390545,"","","","","","","","","","",6.69e-05,"","","","",43,"","","","","","",93,"","","","","",56.59235277,"","","","","",12,"4953.66","","","","","","","","","","",15.32,"","","","","",15.35,"","","","","","20.76322967","",23.14147543,"","","","","","","","","",2.564299732,"","","","","",5.8882814,"","","","","",7.5,"","","","","",84.5,"","","","","",85.3,"","","","","",4.7,"","","","","",20.1,"",19.15,"","","","","","","","","",0.996,"","","","","",10.1,"","","","","",11.0092703,"","","","","",48.9,"","","","","",11.35,"","","","","",5.8,"","","","","","#N/A","","","","","","#N/A","","","","","","","","","","","","","","","","","",299107
"Ann Arbor","Washtenaw","MI","1600000US2603000","","",42.2808256,-83.7430378,"MW","East North Central","Small","","","","","",12.30907034,"","","","","",0.07027166,"","","","","","No","","","","","","Yes","","","","","0","","","","","","",20,"","","","","",3,"","","","","",4,0.796084679,"","","","","","","","","","",0.002216938,"","","","",46,"","","","","","",96.4,"","","","","",1575.409387,"","","","","",1,"1152.67","","","","","","","","","","",5.95,"","","","","",5.72,"","","","","","5.586496931","",32.97535812,"","","","","","","","","",9.54438267,"","","","","",9.7818945,"","","","","",4.3,"","","","","",94.9,"","","","","",91.82,"","","","","",0.4,"","","","","",30.5,"",29.51664123,"","","","","","","","","",0.992,"","","","","",7,"","","","","",7.895462,"","","","","",70,"","","","","",4.17,"","","","","",12.6,"","","","","","#N/A","","","","","","#N/A","","","","","","","","","","","","","","","","","",116194
"Antioch","Contra Costa","CA","1600000US0602252","","",38.0049214,-121.805789,"W","Pacific","Small","","","","","",10.49677557,"","","","","",0.307618986,"","","","","","No","","","","","","Yes","","","","","4.478620174","","","","","","",0,"","","","","",0,"","","","","",12,0.521462168,"","","","","","","","","","",0.000947022,"","","","",50,"","","","","","",86.9,"","","","","",1442.354699,"","","","","",0,"793.98","","","","","","","","","","",7.9,"","","","","",9.37,"","","","","","7.884949169","",32.69403921,"","","","","","","","","",2.744160519,"","","","","",5.996797,"","","","","",5.8,"","","","","",89.3,"","","","","",83.57,"","","","","",1.2,"","","","","",33.1,"",5.666949527,"","","","","","","","","",0.995,"","","","","",14.5,"","","","","",13.3756451,"","","","","",43.1,"","","","","",13.57,"","","","","",6.8,"","","","","","4.308797127","","","","","","4.53577176","","","","","","0.000109984","","","","","","0.00013748","","","","","",107501
